"dep_code","nuance","nuance_bloc","genre_candidat-es","voix_moyenne","voix_mediane","taux_voix/inscriptions_moyenne","taux_voix/exprimes_moyenne"
"54",REC,extrême-droite,FEMININ,571,570.5,0.69,1.04
"54",RN,extrême-droite,FEMININ,17489,14719.0,20.41,31.02
"54",RN,extrême-droite,MASCULIN,22030,22029.5,26.18,44.00
"54",EXG,extrême-gauche,FEMININ,691,766.5,0.84,1.27
"54",EXG,extrême-gauche,MASCULIN,870,870.0,1.05,1.78
"54",ECO,gauche,MASCULIN,1133,1133.0,1.29,2.09
"54",UG,gauche,FEMININ,15300,13773.5,17.77,28.39
"54",UG,gauche,MASCULIN,20212,20211.5,27.51,41.69
"55",DVD,droite,MASCULIN,9808,11976.0,14.50,22.41
"55",DSV,extrême-droite,FEMININ,708,708.0,0.94,1.43
"55",RN,extrême-droite,FEMININ,19011,19011.0,32.10,50.63
"55",RN,extrême-droite,MASCULIN,23680,23680.0,31.59,47.95
"55",EXG,extrême-gauche,MASCULIN,456,456.0,0.69,1.06
"55",ECO,gauche,FEMININ,742,742.0,1.25,1.98
"55",UG,gauche,MASCULIN,6229,6228.5,9.27,14.34
"56",ENS,centre,FEMININ,21354,18651.5,21.00,29.70
"56",ENS,centre,MASCULIN,24171,24171.0,23.28,32.61
"56",DIV,divers,FEMININ,182,182.0,0.16,0.22
"56",REG,divers,FEMININ,1078,1078.0,1.10,1.57
"56",REG,divers,MASCULIN,10537,1615.0,9.27,13.02
"56",DVD,droite,FEMININ,8340,8340.0,8.50,12.16
"56",DVD,droite,MASCULIN,5493,5492.5,5.16,7.18
"56",DSV,extrême-droite,FEMININ,719,719.0,0.73,1.05
"56",DSV,extrême-droite,MASCULIN,878,877.5,0.85,1.21
"56",RN,extrême-droite,FEMININ,21176,22728.0,21.88,31.37
"56",RN,extrême-droite,MASCULIN,23653,24584.0,21.84,30.42
"56",EXG,extrême-gauche,FEMININ,989,1067.0,1.10,1.59
"56",EXG,extrême-gauche,MASCULIN,615,515.0,0.54,0.74
"56",DVG,gauche,MASCULIN,1898,1898.0,1.64,2.24
"56",ECO,gauche,MASCULIN,773,772.5,0.75,1.07
"56",UG,gauche,FEMININ,17774,17702.0,16.04,22.27
"56",UG,gauche,MASCULIN,17587,17586.5,20.43,29.66
"57",ENS,centre,FEMININ,12098,9644.0,12.77,20.39
"57",ENS,centre,MASCULIN,12807,14795.0,14.89,24.51
"57",UDI,centre,FEMININ,16631,16631.0,21.87,34.66
"57",DIV,divers,FEMININ,109,109.0,0.14,0.22
"57",DIV,divers,MASCULIN,736,618.0,0.85,1.37
"57",REG,divers,FEMININ,379,379.0,0.50,0.77
"57",REG,divers,MASCULIN,1128,1128.0,1.56,2.57
"57",DVD,droite,MASCULIN,2876,2875.5,3.48,5.96
"57",LR,droite,FEMININ,3296,3296.0,3.61,6.49
"57",LR,droite,MASCULIN,13817,15045.0,18.55,30.40
"57",DSV,extrême-droite,MASCULIN,790,789.5,0.93,1.54
"57",REC,extrême-droite,MASCULIN,698,464.0,0.79,1.25
"57",RN,extrême-droite,FEMININ,20309,20308.5,25.73,40.07
"57",RN,extrême-droite,MASCULIN,22221,22570.0,26.47,44.50
"57",EXG,extrême-gauche,FEMININ,750,774.5,0.89,1.56
"57",EXG,extrême-gauche,MASCULIN,535,461.0,0.64,1.02
"57",DVG,gauche,MASCULIN,466,466.0,0.70,1.28
"57",UG,gauche,FEMININ,10372,10652.5,12.55,20.91
"57",UG,gauche,MASCULIN,12578,13028.0,14.61,23.75
"58",ENS,centre,FEMININ,12151,12150.5,16.00,24.92
"58",LR,droite,MASCULIN,2620,2619.5,3.43,5.32
"58",DSV,extrême-droite,FEMININ,715,714.5,0.94,1.45
"58",RN,extrême-droite,MASCULIN,21176,21175.5,27.68,42.82
"58",EXG,extrême-gauche,FEMININ,809,809.0,1.10,1.75
"58",EXG,extrême-gauche,MASCULIN,839,839.0,1.07,1.60
"58",DVG,gauche,FEMININ,9,9.0,0.01,0.02
"58",UG,gauche,MASCULIN,11822,11822.0,15.43,23.82
"59",DVC,centre,MASCULIN,5766,5766.0,8.36,16.07
"59",ENS,centre,FEMININ,17198,18589.5,18.87,28.28
"59",ENS,centre,MASCULIN,8706,7136.0,10.68,18.11
"59",HOR,centre,FEMININ,17168,17168.0,23.38,36.71
"59",UDI,centre,FEMININ,8684,8683.5,10.68,17.85
"59",DIV,divers,FEMININ,385,385.0,0.44,0.69
"59",DIV,divers,MASCULIN,2973,253.0,3.49,6.00
"59",REG,divers,FEMININ,58,58.0,0.09,0.14
"59",DVD,droite,FEMININ,610,610.0,0.99,1.51
"59",DVD,droite,MASCULIN,9795,1951.0,10.23,15.81
"59",LR,droite,FEMININ,4975,4975.0,5.53,8.51
"59",LR,droite,MASCULIN,4784,4265.0,5.25,7.89
"59",DSV,extrême-droite,FEMININ,1033,1033.0,1.04,1.59
"59",DSV,extrême-droite,MASCULIN,1011,1011.0,1.47,2.82
"59",REC,extrême-droite,FEMININ,691,580.0,0.77,1.25
"59",REC,extrême-droite,MASCULIN,605,648.0,0.71,1.15
"59",RN,extrême-droite,FEMININ,16506,15497.5,19.42,31.23
"59",RN,extrême-droite,MASCULIN,22956,23852.0,26.41,43.46
"59",UXD,extrême-droite,FEMININ,23781,23781.0,25.02,35.07
"59",UXD,extrême-droite,MASCULIN,30194,30194.0,30.36,46.37
"59",EXG,extrême-gauche,FEMININ,721,689.0,0.82,1.35
"59",EXG,extrême-gauche,MASCULIN,582,648.0,0.67,1.08
"59",DVG,gauche,FEMININ,1776,1776.0,2.88,4.41
"59",DVG,gauche,MASCULIN,8266,1169.0,9.26,15.90
"59",UG,gauche,FEMININ,14969,15053.0,16.02,24.08
"59",UG,gauche,MASCULIN,14684,13575.0,18.22,30.25
"60",DVC,centre,FEMININ,2157,2157.0,2.29,3.46
"60",DVC,centre,MASCULIN,728,728.0,0.87,1.37
"60",ENS,centre,FEMININ,4006,4006.0,5.19,8.19
"60",ENS,centre,MASCULIN,9624,7894.0,11.50,17.91
"60",UDI,centre,FEMININ,1931,1931.0,2.59,4.27
"60",UDI,centre,MASCULIN,11207,11207.0,14.77,22.93
"60",DIV,divers,FEMININ,573,573.0,0.77,1.27
"60",DVD,droite,FEMININ,2766,2766.0,3.65,5.66
"60",LR,droite,MASCULIN,9655,10519.0,11.75,18.26
"60",DSV,extrême-droite,FEMININ,509,509.0,0.69,1.07
"60",DSV,extrême-droite,MASCULIN,279,279.0,0.33,0.51
"60",REC,extrême-droite,FEMININ,415,415.0,0.54,0.85
"60",REC,extrême-droite,MASCULIN,714,772.0,0.85,1.31
"60",RN,extrême-droite,FEMININ,24621,24621.0,29.57,46.19
"60",RN,extrême-droite,MASCULIN,23107,21736.0,28.51,44.50
"60",EXG,extrême-gauche,FEMININ,543,559.0,0.66,1.02
"60",EXG,extrême-gauche,MASCULIN,506,522.0,0.66,1.04
"60",ECO,gauche,FEMININ,749,749.0,0.90,1.41
"60",ECO,gauche,MASCULIN,1283,1283.0,1.43,2.19
"60",UG,gauche,FEMININ,10087,10087.0,11.68,18.12
"60",UG,gauche,MASCULIN,11714,10644.0,14.99,23.60
"61",DVC,centre,FEMININ,5405,5405.0,7.93,12.05
"61",ENS,centre,FEMININ,6359,6359.0,9.45,14.26
"61",DIV,divers,MASCULIN,49,49.0,0.08,0.11
"61",DVD,droite,FEMININ,14411,14411.0,22.33,32.95
"61",DVD,droite,MASCULIN,10482,10482.0,14.85,22.13
"61",DSV,extrême-droite,FEMININ,456,456.0,0.71,1.04
"61",DSV,extrême-droite,MASCULIN,570,570.0,0.84,1.27
"61",REC,extrême-droite,FEMININ,488,488.0,0.69,1.03
"61",REC,extrême-droite,MASCULIN,453,452.5,0.69,1.02
"61",RN,extrême-droite,FEMININ,15574,15573.5,22.45,33.80
"61",RN,extrême-droite,MASCULIN,17502,17502.0,27.12,40.01
"61",EXG,extrême-gauche,FEMININ,473,473.0,0.72,1.07
"61",EXG,extrême-gauche,MASCULIN,857,857.0,1.21,1.81
"61",UG,gauche,FEMININ,12264,12264.0,17.99,27.33
"61",UG,gauche,MASCULIN,8662,8662.0,12.76,18.92
"62",DVC,centre,MASCULIN,6472,8303.0,6.98,11.09
"62",ENS,centre,FEMININ,14945,14945.0,16.26,24.05
"62",ENS,centre,MASCULIN,9126,9718.5,10.09,15.86
"62",UDI,centre,MASCULIN,4286,4285.5,5.28,8.30
"62",DIV,divers,MASCULIN,442,335.0,0.48,0.74
"62",DVD,droite,MASCULIN,0,0.0,0.00,0.00
"62",LR,droite,FEMININ,5569,5501.0,5.72,8.49
"62",LR,droite,MASCULIN,6888,4495.0,7.38,12.13
"62",REC,extrême-droite,FEMININ,563,546.0,0.65,1.02
"62",REC,extrême-droite,MASCULIN,641,617.0,0.68,1.12
"62",RN,extrême-droite,FEMININ,30303,32553.0,33.63,52.53
"62",RN,extrême-droite,MASCULIN,28454,26995.0,30.69,49.27
"62",EXG,extrême-gauche,FEMININ,640,680.0,0.69,1.06
"62",EXG,extrême-gauche,MASCULIN,916,851.0,1.01,1.65
"62",DVG,gauche,MASCULIN,3527,3527.0,3.38,5.00
"62",ECO,gauche,MASCULIN,946,946.0,1.07,1.59
"62",UG,gauche,FEMININ,10298,9065.0,11.45,18.12
"62",UG,gauche,MASCULIN,12930,12059.0,14.14,22.91
"63",ENS,centre,FEMININ,15755,16800.0,16.06,22.98
"63",ENS,centre,MASCULIN,10680,10679.5,12.40,18.45
"63",DVD,droite,MASCULIN,277,277.0,0.31,0.43
"63",LR,droite,FEMININ,8775,8863.0,9.37,13.27
"63",LR,droite,MASCULIN,5522,5522.0,5.85,8.76
"63",REC,extrême-droite,FEMININ,607,607.0,0.64,0.91
"63",REC,extrême-droite,MASCULIN,573,573.0,0.64,0.89
"63",RN,extrême-droite,FEMININ,21772,21987.0,22.74,32.43
"63",RN,extrême-droite,MASCULIN,18658,18657.5,19.90,29.56
"63",EXG,extrême-gauche,FEMININ,771,771.0,0.80,1.14
"63",EXG,extrême-gauche,MASCULIN,946,969.0,1.02,1.49
"63",DVG,gauche,MASCULIN,64,64.0,0.07,0.10
"63",UG,gauche,FEMININ,20928,20841.0,22.98,33.66
"63",UG,gauche,MASCULIN,23804,23803.5,24.27,34.75
"64",DVC,centre,FEMININ,248,248.0,0.23,0.34
"64",ENS,centre,FEMININ,15803,15803.0,18.55,26.73
"64",ENS,centre,MASCULIN,18889,18889.0,19.91,28.26
"64",DIV,divers,FEMININ,161,161.0,0.15,0.22
"64",DIV,divers,MASCULIN,506,505.5,0.50,0.72
"64",REG,divers,FEMININ,641,641.0,0.78,1.09
"64",REG,divers,MASCULIN,1670,1246.5,1.68,2.41
"64",DVD,droite,MASCULIN,10434,10434.0,12.91,18.05
"64",LR,droite,FEMININ,5683,4304.0,6.12,8.84
"64",LR,droite,MASCULIN,6543,5998.0,7.92,11.11
"64",REC,extrême-droite,MASCULIN,671,671.0,0.66,0.96
"64",RN,extrême-droite,FEMININ,16858,16858.0,20.33,28.38
"64",RN,extrême-droite,MASCULIN,17156,18670.0,20.25,29.02
"64",UXD,extrême-droite,MASCULIN,18610,18610.0,17.46,25.29
"64",EXG,extrême-gauche,FEMININ,605,605.0,0.66,0.96
"64",EXG,extrême-gauche,MASCULIN,460,476.5,0.53,0.74
"64",DVG,gauche,MASCULIN,15948,15948.0,20.20,28.79
"64",ECO,gauche,FEMININ,1567,1567.0,1.55,2.24
"64",ECO,gauche,MASCULIN,1289,1215.0,1.63,2.31
"64",UG,gauche,FEMININ,16449,16449.0,17.31,24.82
"64",UG,gauche,MASCULIN,16502,18866.5,18.89,26.75
"65",ENS,centre,MASCULIN,15121,15121.0,17.09,24.91
"65",DIV,divers,MASCULIN,5801,2626.0,6.64,9.75
"65",REG,divers,MASCULIN,1486,1486.0,1.68,2.45
"65",LR,droite,MASCULIN,3116,3115.5,3.55,5.18
"65",REC,extrême-droite,FEMININ,656,656.0,0.75,1.10
"65",REC,extrême-droite,MASCULIN,735,735.0,0.83,1.21
"65",RN,extrême-droite,FEMININ,20272,20272.0,23.21,34.09
"65",RN,extrême-droite,MASCULIN,22436,22436.0,25.35,36.96
"65",EXG,extrême-gauche,FEMININ,533,533.0,0.61,0.90
"65",EXG,extrême-gauche,MASCULIN,692,692.0,0.78,1.14
"65",UG,gauche,FEMININ,17564,17564.0,20.11,29.53
"65",UG,gauche,MASCULIN,17055,17055.0,19.27,28.09
"66",DVC,centre,FEMININ,2328,2328.0,3.14,4.87
"66",DVC,centre,MASCULIN,14257,14257.0,13.43,20.45
"66",ENS,centre,FEMININ,11411,11410.5,12.21,18.48
"66",ENS,centre,MASCULIN,7720,7720.0,10.42,16.14
"66",REG,divers,FEMININ,1461,1558.5,1.58,2.39
"66",LR,droite,MASCULIN,2638,2637.5,2.96,4.49
"66",REC,extrême-droite,FEMININ,1109,1109.0,1.06,1.60
"66",REC,extrême-droite,MASCULIN,818,817.5,1.02,1.57
"66",RN,extrême-droite,FEMININ,29620,29261.0,31.80,48.42
"66",EXG,extrême-gauche,FEMININ,520,575.0,0.59,0.90
"66",EXG,extrême-gauche,MASCULIN,618,618.0,0.58,0.89
"66",UG,gauche,FEMININ,15603,15603.0,18.22,28.03
"66",UG,gauche,MASCULIN,14686,13910.0,15.68,23.80
"67",ENS,centre,FEMININ,16351,16117.0,17.71,26.55
"67",ENS,centre,MASCULIN,13941,13260.0,16.26,24.66
"67",DIV,divers,MASCULIN,157,79.0,0.24,0.35
"67",REG,divers,FEMININ,1578,1795.5,1.69,2.54
"67",REG,divers,MASCULIN,1698,1698.0,1.92,2.97
"67",DVD,droite,FEMININ,2389,2389.0,2.41,3.50
"67",DVD,droite,MASCULIN,5687,5512.0,5.98,9.41
"67",LR,droite,FEMININ,3362,3361.5,4.22,6.10
"67",LR,droite,MASCULIN,7058,3529.0,8.01,12.23
"67",DSV,extrême-droite,FEMININ,605,605.0,0.63,0.97
"67",DSV,extrême-droite,MASCULIN,767,767.0,0.71,1.08
"67",REC,extrême-droite,FEMININ,494,494.0,0.50,0.75
"67",REC,extrême-droite,MASCULIN,592,654.0,0.69,1.06
"67",RN,extrême-droite,FEMININ,12420,10487.0,15.43,22.87
"67",RN,extrême-droite,MASCULIN,25551,25275.0,26.48,40.76
"67",EXG,extrême-gauche,FEMININ,176,199.0,0.23,0.35
"67",EXG,extrême-gauche,MASCULIN,274,344.0,0.30,0.45
"67",DVG,gauche,FEMININ,358,358.0,0.49,0.73
"67",DVG,gauche,MASCULIN,341,211.5,0.53,0.78
"67",ECO,gauche,FEMININ,606,606.0,0.72,1.10
"67",ECO,gauche,MASCULIN,602,685.0,0.79,1.19
"67",UG,gauche,FEMININ,13453,14297.0,17.72,25.88
"67",UG,gauche,MASCULIN,12933,11059.5,15.58,23.68
"68",ENS,centre,FEMININ,14945,14945.0,18.92,30.40
"68",ENS,centre,MASCULIN,17294,17704.5,19.89,31.20
"68",DIV,divers,FEMININ,1641,1641.0,1.77,2.69
"68",REG,divers,MASCULIN,1660,1645.0,1.81,2.84
"68",DVD,droite,MASCULIN,4206,5012.0,4.71,7.26
"68",LR,droite,MASCULIN,13103,13102.5,13.58,21.24
"68",DSV,extrême-droite,FEMININ,616,591.0,0.71,1.11
"68",DSV,extrême-droite,MASCULIN,666,666.0,0.71,1.14
"68",REC,extrême-droite,FEMININ,920,653.0,0.94,1.46
"68",REC,extrême-droite,MASCULIN,577,544.0,0.66,1.05
"68",RN,extrême-droite,FEMININ,24510,23246.0,25.23,39.26
"68",RN,extrême-droite,MASCULIN,17573,16833.0,21.59,34.22
"68",EXG,extrême-gauche,FEMININ,503,503.0,0.54,0.86
"68",EXG,extrême-gauche,MASCULIN,345,287.0,0.39,0.61
"68",DVG,gauche,MASCULIN,236,235.5,0.29,0.46
"68",ECO,gauche,FEMININ,1270,1269.5,1.29,2.00
"68",ECO,gauche,MASCULIN,979,808.0,1.13,1.79
"68",UG,gauche,FEMININ,10589,11408.0,12.14,19.25
"68",UG,gauche,MASCULIN,9228,9228.0,9.98,15.14
"69",ENS,centre,FEMININ,16659,16838.5,20.08,27.18
"69",ENS,centre,MASCULIN,14962,15275.0,17.29,24.58
"69",UDI,centre,MASCULIN,501,501.0,0.71,0.93
"69",DIV,divers,FEMININ,143,143.0,0.18,0.24
"69",DIV,divers,MASCULIN,208,118.0,0.28,0.37
"69",REG,divers,MASCULIN,613,613.0,0.62,0.89
"69",DVD,droite,MASCULIN,701,700.5,0.72,0.97
"69",LR,droite,FEMININ,6632,5576.5,7.17,9.84
"69",LR,droite,MASCULIN,7480,6729.0,8.46,12.04
"69",REC,extrême-droite,FEMININ,572,548.0,0.70,1.00
"69",REC,extrême-droite,MASCULIN,763,876.0,0.83,1.15
"69",RN,extrême-droite,FEMININ,14933,14989.0,17.03,23.70
"69",RN,extrême-droite,MASCULIN,13581,10818.0,16.07,23.79
"69",UXD,extrême-droite,MASCULIN,24918,24917.5,25.41,36.11
"69",EXG,extrême-gauche,FEMININ,341,369.5,0.39,0.55
"69",EXG,extrême-gauche,MASCULIN,379,438.0,0.46,0.68
"69",DVG,gauche,MASCULIN,6214,6213.5,6.77,10.64
"69",ECO,gauche,FEMININ,1570,1569.5,1.82,2.56
"69",ECO,gauche,MASCULIN,635,688.0,0.80,1.11
"69",UG,gauche,FEMININ,20957,20042.0,25.81,34.76
"69",UG,gauche,MASCULIN,20384,18882.0,24.21,36.18
"70",ENS,centre,MASCULIN,13224,13223.5,14.92,21.90
"70",DIV,divers,MASCULIN,906,906.0,1.03,1.50
"70",LR,droite,MASCULIN,6600,6600.0,7.38,10.91
"70",REC,extrême-droite,MASCULIN,640,640.0,0.72,1.06
"70",RN,extrême-droite,MASCULIN,29887,29887.0,33.63,49.47
"70",EXG,extrême-gauche,FEMININ,1018,1018.0,1.14,1.68
"70",EXG,extrême-gauche,MASCULIN,816,816.0,0.92,1.35
"70",UG,gauche,MASCULIN,11997,11997.0,13.49,19.85
"71",ENS,centre,MASCULIN,11486,12652.5,14.44,21.55
"71",DIV,divers,MASCULIN,193,193.0,0.24,0.36
"71",DVD,droite,MASCULIN,5418,5384.0,6.44,9.73
"71",LR,droite,FEMININ,17511,17511.0,22.85,33.58
"71",LR,droite,MASCULIN,7295,7295.0,8.97,13.50
"71",DSV,extrême-droite,FEMININ,756,755.5,0.93,1.39
"71",DSV,extrême-droite,MASCULIN,836,836.0,1.11,1.65
"71",RN,extrême-droite,FEMININ,17602,17602.0,23.39,34.65
"71",RN,extrême-droite,MASCULIN,20892,19807.0,25.80,38.55
"71",UXD,extrême-droite,MASCULIN,24275,24275.0,29.38,44.34
"71",EXG,extrême-gauche,FEMININ,730,730.0,0.90,1.35
"71",EXG,extrême-gauche,MASCULIN,777,782.5,0.96,1.44
"71",UG,gauche,FEMININ,14767,14766.5,17.57,26.62
"71",UG,gauche,MASCULIN,11172,10375.0,14.45,21.41
"72",ENS,centre,FEMININ,14338,14338.0,18.58,28.36
"72",ENS,centre,MASCULIN,17054,17053.5,19.61,30.23
"72",UDI,centre,MASCULIN,11962,11962.0,14.28,23.09
"72",DIV,divers,MASCULIN,91,91.0,0.11,0.18
"72",REG,divers,MASCULIN,217,217.0,0.27,0.41
"72",DVD,droite,MASCULIN,1546,1546.0,1.90,2.95
"72",LR,droite,MASCULIN,3198,2819.0,4.05,6.20
"72",DSV,extrême-droite,FEMININ,1285,1285.0,1.46,2.25
"72",DSV,extrême-droite,MASCULIN,558,558.0,0.65,1.00
"72",REC,extrême-droite,MASCULIN,1131,1131.0,1.32,2.04
"72",RN,extrême-droite,FEMININ,18525,18524.5,23.80,36.43
"72",RN,extrême-droite,MASCULIN,22754,22753.5,26.19,40.39
"72",UXD,extrême-droite,MASCULIN,18282,18282.0,21.83,35.29
"72",EXG,extrême-gauche,FEMININ,831,885.0,1.00,1.54
"72",EXG,extrême-gauche,MASCULIN,686,686.0,0.83,1.32
"72",UG,gauche,FEMININ,14219,12929.0,17.51,27.37
"72",UG,gauche,MASCULIN,15261,15261.0,17.35,26.67
"73",ENS,centre,FEMININ,19369,19369.0,22.07,31.56
"73",UDI,centre,MASCULIN,2,2.0,0.00,0.00
"73",DIV,divers,MASCULIN,1194,1194.0,1.50,2.17
"73",REG,divers,FEMININ,1244,1244.0,1.64,2.46
"73",LR,droite,FEMININ,21605,21605.0,28.97,40.86
"73",LR,droite,MASCULIN,18593,18593.0,24.59,36.84
"73",DSV,extrême-droite,MASCULIN,572,488.0,0.72,1.05
"73",REC,extrême-droite,FEMININ,441,441.0,0.58,0.87
"73",REC,extrême-droite,MASCULIN,830,830.0,0.88,1.25
"73",RN,extrême-droite,FEMININ,18393,18392.5,24.50,35.59
"73",RN,extrême-droite,MASCULIN,16698,16698.0,20.97,30.31
"73",UXD,extrême-droite,FEMININ,23992,23992.0,25.49,36.16
"73",EXG,extrême-gauche,FEMININ,566,630.0,0.74,1.06
"73",EXG,extrême-gauche,MASCULIN,451,451.0,0.48,0.68
"73",ECO,gauche,MASCULIN,2292,2292.0,2.44,3.45
"73",UG,gauche,FEMININ,13402,13401.5,15.75,22.95
"73",UG,gauche,MASCULIN,15847,15847.0,20.40,29.21
"74",DVC,centre,MASCULIN,2265,2265.0,2.49,4.04
"74",ENS,centre,FEMININ,24602,24601.5,22.87,33.36
"74",ENS,centre,MASCULIN,21294,21294.0,23.14,33.98
"74",DIV,divers,MASCULIN,91,90.5,0.09,0.14
"74",REG,divers,FEMININ,1344,1343.5,1.49,2.28
"74",REG,divers,MASCULIN,1291,1077.0,1.25,1.87
"74",DVD,droite,FEMININ,12263,12263.0,13.28,19.72
"74",LR,droite,FEMININ,20865,20865.0,22.95,37.25
"74",LR,droite,MASCULIN,5019,5396.0,5.01,7.20
"74",REC,extrême-droite,FEMININ,905,904.5,0.86,1.21
"74",REC,extrême-droite,MASCULIN,963,963.0,0.93,1.42
"74",RN,extrême-droite,FEMININ,16159,16159.0,17.77,28.85
"74",RN,extrême-droite,MASCULIN,22542,22541.5,21.19,29.95
"74",UXD,extrême-droite,MASCULIN,21881,21822.0,23.94,36.00
"74",EXG,extrême-gauche,FEMININ,504,484.0,0.54,0.82
"74",EXG,extrême-gauche,MASCULIN,460,512.5,0.48,0.69
"74",UG,gauche,FEMININ,16656,16655.5,16.55,25.10
"74",UG,gauche,MASCULIN,15467,15307.5,16.31,24.15
"75",DVC,centre,FEMININ,312,269.5,0.43,0.60
"75",DVC,centre,MASCULIN,1179,490.0,1.55,2.11
"75",ENS,centre,FEMININ,15118,15554.5,20.26,27.98
"75",ENS,centre,MASCULIN,18245,17653.0,23.55,32.26
"75",DIV,divers,FEMININ,312,312.0,0.44,0.63
"75",DIV,divers,MASCULIN,111,44.0,0.14,0.20
"75",REG,divers,FEMININ,130,89.0,0.17,0.23
"75",REG,divers,MASCULIN,19,19.0,0.02,0.03
"75",DVD,droite,FEMININ,1852,1495.0,2.52,3.42
"75",DVD,droite,MASCULIN,3992,2586.5,5.33,7.36
"75",LR,droite,FEMININ,2460,2375.0,3.19,4.51
"75",LR,droite,MASCULIN,4073,3110.0,5.36,7.33
"75",DSV,extrême-droite,FEMININ,3,1.0,0.00,0.00
"75",DSV,extrême-droite,MASCULIN,1,1.0,0.00,0.00
"75",EXD,extrême-droite,FEMININ,85,85.0,0.11,0.15
"75",EXD,extrême-droite,MASCULIN,55,55.0,0.08,0.11
"75",REC,extrême-droite,FEMININ,622,572.5,0.83,1.14
"75",REC,extrême-droite,MASCULIN,827,756.0,1.08,1.49
"75",RN,extrême-droite,FEMININ,5304,4969.0,6.97,9.67
"75",UXD,extrême-droite,MASCULIN,8680,8227.0,11.56,15.84
"75",EXG,extrême-gauche,FEMININ,166,172.0,0.22,0.30
"75",EXG,extrême-gauche,MASCULIN,121,56.5,0.17,0.24
"75",DVG,gauche,FEMININ,4041,99.0,5.10,7.33
"75",DVG,gauche,MASCULIN,205,55.5,0.28,0.38
"75",ECO,gauche,FEMININ,682,694.5,0.89,1.20
"75",ECO,gauche,MASCULIN,783,578.0,1.06,1.52
"75",UG,gauche,FEMININ,23044,24318.0,30.66,43.15
"75",UG,gauche,MASCULIN,23745,25757.5,31.03,42.03
"76",DVC,centre,FEMININ,392,392.0,0.41,0.61
"76",DVC,centre,MASCULIN,122,122.0,0.18,0.27
"76",ENS,centre,FEMININ,18996,18996.0,19.83,27.73
"76",ENS,centre,MASCULIN,12456,12456.0,18.70,27.62
"76",HOR,centre,FEMININ,15404,19734.0,17.67,26.90
"76",HOR,centre,MASCULIN,13710,13689.5,15.06,23.46
"76",DIV,divers,MASCULIN,3,3.0,0.00,0.01
"76",DVD,droite,MASCULIN,3817,2757.0,4.43,6.73
"76",LR,droite,MASCULIN,5770,4459.0,5.81,8.69
"76",DSV,extrême-droite,FEMININ,604,603.5,0.67,0.96
"76",DSV,extrême-droite,MASCULIN,929,928.5,0.91,1.34
"76",REC,extrême-droite,FEMININ,645,644.5,0.75,1.19
"76",REC,extrême-droite,MASCULIN,726,643.0,0.78,1.17
"76",RN,extrême-droite,FEMININ,15851,14207.5,19.70,30.49
"76",RN,extrême-droite,MASCULIN,25153,27467.0,25.86,39.04
"76",EXG,extrême-gauche,FEMININ,410,454.0,0.62,0.98
"76",EXG,extrême-gauche,MASCULIN,915,920.0,0.99,1.50
"76",DVG,gauche,FEMININ,647,646.5,0.76,1.14
"76",DVG,gauche,MASCULIN,56,55.5,0.09,0.13
"76",UG,gauche,FEMININ,16358,16773.0,20.39,31.06
"76",UG,gauche,MASCULIN,18876,18876.5,21.57,33.54
"77",DVC,centre,FEMININ,1872,1872.0,2.10,3.31
"77",DVC,centre,MASCULIN,3345,3345.0,3.75,5.92
"77",ENS,centre,FEMININ,10761,12023.0,13.54,21.70
"77",ENS,centre,MASCULIN,16832,18047.0,18.89,29.24
"77",UDI,centre,FEMININ,3,3.0,0.00,0.01
"77",UDI,centre,MASCULIN,4252,4252.0,5.97,9.79
