"dep_code","nuance","nuance_bloc","genre_candidat-es","voix_moyenne","voix_mediane","taux_voix/inscriptions_moyenne","taux_voix/exprimes_moyenne"
"77",DIV,divers,MASCULIN,220,220.0,0.26,0.40
"77",REG,divers,FEMININ,958,958.0,1.13,1.78
"77",REG,divers,MASCULIN,775,775.0,0.88,1.39
"77",DVD,droite,MASCULIN,7443,7868.0,9.79,15.91
"77",LR,droite,FEMININ,16060,16060.0,18.11,28.01
"77",LR,droite,MASCULIN,10818,10818.0,13.66,21.42
"77",DSV,extrême-droite,FEMININ,137,5.5,0.16,0.26
"77",REC,extrême-droite,FEMININ,794,794.0,1.11,1.80
"77",REC,extrême-droite,MASCULIN,774,763.0,0.89,1.38
"77",RN,extrême-droite,FEMININ,17830,18887.0,20.66,32.44
"77",RN,extrême-droite,MASCULIN,22084,19781.0,25.98,40.42
"77",UXD,extrême-droite,MASCULIN,19181,19181.0,23.46,37.36
"77",EXG,extrême-gauche,FEMININ,677,587.0,0.86,1.35
"77",EXG,extrême-gauche,MASCULIN,867,822.0,1.01,1.60
"77",DVG,gauche,MASCULIN,234,234.0,0.33,0.53
"77",ECO,gauche,MASCULIN,1051,1051.0,1.31,1.95
"77",UG,gauche,FEMININ,15274,14907.5,18.02,28.22
"77",UG,gauche,MASCULIN,18710,21643.0,23.37,37.57
"78",DVC,centre,FEMININ,686,686.0,0.90,1.28
"78",ENS,centre,FEMININ,21009,21567.5,25.70,36.63
"78",ENS,centre,MASCULIN,16624,20235.0,20.22,28.96
"78",UDI,centre,MASCULIN,8172,8172.0,11.46,17.48
"78",DIV,divers,FEMININ,1128,1128.0,1.54,2.45
"78",DIV,divers,MASCULIN,144,147.0,0.18,0.26
"78",DVD,droite,MASCULIN,5963,5563.0,7.32,10.65
"78",LR,droite,FEMININ,5383,5383.0,6.66,9.28
"78",LR,droite,MASCULIN,7215,7562.0,8.52,11.95
"78",DSV,extrême-droite,FEMININ,533,533.0,0.69,1.01
"78",DSV,extrême-droite,MASCULIN,166,166.0,0.24,0.35
"78",REC,extrême-droite,FEMININ,951,851.5,1.22,1.77
"78",REC,extrême-droite,MASCULIN,723,847.5,0.85,1.19
"78",RN,extrême-droite,FEMININ,10903,10781.0,14.12,20.54
"78",RN,extrême-droite,MASCULIN,16204,14076.0,19.08,28.07
"78",UXD,extrême-droite,FEMININ,13987,13987.0,17.14,25.79
"78",UXD,extrême-droite,MASCULIN,12662,12662.0,15.39,21.39
"78",EXG,extrême-gauche,FEMININ,376,421.0,0.44,0.60
"78",EXG,extrême-gauche,MASCULIN,447,498.0,0.56,0.83
"78",DVG,gauche,MASCULIN,227,226.5,0.31,0.45
"78",ECO,gauche,FEMININ,1141,1141.0,1.23,1.71
"78",ECO,gauche,MASCULIN,1709,1679.0,2.02,2.93
"78",RDG,gauche,MASCULIN,2260,2260.0,2.44,3.39
"78",UG,gauche,FEMININ,16362,16340.0,19.28,27.54
"78",UG,gauche,MASCULIN,16763,16203.0,21.34,31.52
"79",DVC,centre,MASCULIN,25247,25247.0,27.52,40.24
"79",ENS,centre,MASCULIN,13923,13923.0,15.52,23.56
"79",LR,droite,FEMININ,6107,6107.0,6.23,9.26
"79",LR,droite,MASCULIN,7491,7491.0,8.78,13.48
"79",REC,extrême-droite,FEMININ,773,773.0,0.84,1.23
"79",REC,extrême-droite,MASCULIN,760,760.0,0.78,1.15
"79",RN,extrême-droite,FEMININ,18974,18973.5,19.90,29.37
"79",UXD,extrême-droite,MASCULIN,19585,19585.0,22.96,35.23
"79",EXG,extrême-gauche,FEMININ,682,681.5,0.77,1.16
"79",EXG,extrême-gauche,MASCULIN,607,607.0,0.62,0.92
"79",DVG,gauche,MASCULIN,0,0.0,0.00,0.00
"79",ECO,gauche,FEMININ,25435,25435.0,25.94,38.57
"79",UG,gauche,FEMININ,15552,15552.0,17.39,25.87
"80",DVC,centre,FEMININ,1589,1589.0,2.05,3.09
"80",DVC,centre,MASCULIN,1300,1096.0,1.66,2.51
"80",ENS,centre,FEMININ,11933,11933.0,14.36,22.68
"80",ENS,centre,MASCULIN,9329,10413.5,11.53,17.36
"80",LR,droite,FEMININ,3865,3865.0,4.87,7.44
"80",LR,droite,MASCULIN,11604,11604.0,13.98,20.59
"80",DSV,extrême-droite,MASCULIN,131,130.5,0.16,0.24
"80",REC,extrême-droite,FEMININ,484,410.0,0.60,0.91
"80",RN,extrême-droite,FEMININ,25347,25347.0,30.92,48.34
"80",RN,extrême-droite,MASCULIN,23326,27277.0,28.37,41.99
"80",EXG,extrême-gauche,FEMININ,1000,1000.0,1.23,1.91
"80",EXG,extrême-gauche,MASCULIN,648,621.0,0.79,1.19
"80",UG,gauche,FEMININ,10628,9789.0,13.22,19.90
"80",UG,gauche,MASCULIN,13118,13117.5,15.85,24.48
"81",DVC,centre,MASCULIN,17352,17352.0,20.33,29.52
"81",ENS,centre,MASCULIN,18686,18685.5,17.44,25.15
"81",REG,divers,FEMININ,965,965.0,0.92,1.32
"81",REG,divers,MASCULIN,1058,1058.0,0.96,1.39
"81",LR,droite,MASCULIN,4082,4082.0,3.70,5.37
"81",DSV,extrême-droite,MASCULIN,95,95.0,0.09,0.13
"81",REC,extrême-droite,MASCULIN,879,879.0,0.90,1.31
"81",RN,extrême-droite,MASCULIN,26044,26043.5,26.69,38.74
"81",UXD,extrême-droite,MASCULIN,31748,31748.0,30.30,43.51
"81",EXG,extrême-gauche,FEMININ,767,767.0,0.73,1.05
"81",EXG,extrême-gauche,MASCULIN,540,539.5,0.56,0.82
"81",DVG,gauche,MASCULIN,178,178.0,0.21,0.30
"81",UG,gauche,FEMININ,20361,20360.5,20.67,30.00
"81",UG,gauche,MASCULIN,18525,18525.0,17.68,25.39
"82",DVC,centre,MASCULIN,439,439.0,0.47,0.69
"82",ENS,centre,FEMININ,9791,9791.0,10.48,15.49
"82",ENS,centre,MASCULIN,10335,10335.0,10.63,15.60
"82",DIV,divers,MASCULIN,769,769.0,0.82,1.22
"82",REG,divers,FEMININ,310,310.0,0.32,0.47
"82",RN,extrême-droite,FEMININ,32578,32578.0,33.52,49.17
"82",UXD,extrême-droite,FEMININ,27772,27772.0,29.73,43.93
"82",EXG,extrême-gauche,FEMININ,791,791.0,0.81,1.19
"82",EXG,extrême-gauche,MASCULIN,1178,1178.0,1.26,1.86
"82",RDG,gauche,FEMININ,9952,9952.0,10.24,15.02
"82",UG,gauche,FEMININ,17779,17778.5,18.78,27.68
"83",DVC,centre,MASCULIN,1870,1870.0,1.80,2.76
"83",ENS,centre,FEMININ,14670,13559.0,14.12,21.67
"83",ENS,centre,MASCULIN,13509,14270.0,14.98,23.15
"83",UDI,centre,MASCULIN,15451,15451.0,11.99,18.02
"83",DIV,divers,MASCULIN,203,202.5,0.22,0.34
"83",REG,divers,FEMININ,531,531.0,0.51,0.76
"83",REG,divers,MASCULIN,1968,1968.0,1.53,2.30
"83",LR,droite,FEMININ,5217,5216.5,5.06,7.74
"83",LR,droite,MASCULIN,6094,6117.0,5.41,8.17
"83",DSV,extrême-droite,FEMININ,71,71.0,0.07,0.10
"83",REC,extrême-droite,FEMININ,1461,1506.0,1.37,2.08
"83",REC,extrême-droite,MASCULIN,1171,1197.0,1.31,2.02
"83",RN,extrême-droite,FEMININ,32524,32523.5,33.31,51.16
"83",RN,extrême-droite,MASCULIN,34878,35590.5,32.68,50.04
"83",EXG,extrême-gauche,FEMININ,677,677.0,0.59,0.93
"83",EXG,extrême-gauche,MASCULIN,532,493.0,0.53,0.82
"83",ECO,gauche,FEMININ,1349,1169.0,1.31,2.00
"83",ECO,gauche,MASCULIN,1807,2037.0,1.76,2.70
"83",UG,gauche,FEMININ,12523,12502.5,11.57,17.65
"83",UG,gauche,MASCULIN,9316,9316.0,11.29,17.50
"84",ENS,centre,FEMININ,9480,9698.0,11.41,17.45
"84",ENS,centre,MASCULIN,11454,11454.0,13.48,20.29
"84",UDI,centre,MASCULIN,1893,1893.0,2.09,3.13
"84",DIV,divers,MASCULIN,84,84.0,0.10,0.14
"84",REG,divers,FEMININ,560,560.0,0.67,1.04
"84",LR,droite,FEMININ,4008,4008.0,4.63,6.91
"84",LR,droite,MASCULIN,2735,2984.5,3.30,5.04
"84",REC,extrême-droite,FEMININ,2125,2125.0,2.34,3.51
"84",REC,extrême-droite,MASCULIN,747,698.0,0.91,1.40
"84",RN,extrême-droite,FEMININ,24468,26041.0,28.79,43.87
"84",RN,extrême-droite,MASCULIN,28153,28153.0,35.48,53.51
"84",EXG,extrême-gauche,MASCULIN,545,573.0,0.66,1.01
"84",DVG,gauche,MASCULIN,8229,8229.0,11.12,18.27
"84",UG,gauche,FEMININ,12704,11887.0,14.97,22.50
"84",UG,gauche,MASCULIN,12788,12788.0,15.88,24.81
"85",DVC,centre,MASCULIN,10607,10607.0,8.79,13.07
"85",ENS,centre,FEMININ,30262,30262.0,26.53,38.74
"85",ENS,centre,MASCULIN,22206,21371.0,19.79,29.18
"85",DVD,droite,FEMININ,28086,28086.0,26.82,39.31
"85",DVD,droite,MASCULIN,8221,8221.0,6.01,8.72
"85",LR,droite,MASCULIN,2633,2633.0,3.13,4.68
"85",DSV,extrême-droite,FEMININ,1085,1085.0,0.96,1.42
"85",DSV,extrême-droite,MASCULIN,1436,1436.0,1.19,1.77
"85",EXD,extrême-droite,MASCULIN,1895,1895.0,1.38,2.01
"85",RN,extrême-droite,FEMININ,28538,28538.0,25.01,36.53
"85",RN,extrême-droite,MASCULIN,18827,18827.0,20.49,30.38
"85",UXD,extrême-droite,MASCULIN,29825,29825.0,23.07,33.88
"85",EXG,extrême-gauche,FEMININ,802,666.0,0.79,1.16
"85",EXG,extrême-gauche,MASCULIN,880,879.5,0.69,1.02
"85",UG,gauche,FEMININ,15853,15466.0,13.18,19.38
"85",UG,gauche,MASCULIN,14778,14777.5,14.73,21.73
"86",DVC,centre,MASCULIN,1263,1263.0,1.71,2.69
"86",ENS,centre,MASCULIN,16212,15076.0,21.42,31.83
"86",HOR,centre,FEMININ,15875,15875.0,19.59,28.85
"86",DVD,droite,MASCULIN,1658,1658.0,2.07,2.92
"86",DSV,extrême-droite,FEMININ,752,752.0,1.02,1.60
"86",RN,extrême-droite,FEMININ,16350,15918.0,21.03,31.46
"86",RN,extrême-droite,MASCULIN,19887,19887.0,27.46,40.82
"86",EXG,extrême-gauche,FEMININ,551,550.5,0.73,1.07
"86",EXG,extrême-gauche,MASCULIN,645,645.0,0.84,1.28
"86",DVG,gauche,MASCULIN,5061,5061.0,6.29,9.04
"86",ECO,gauche,FEMININ,417,417.0,0.58,0.86
"86",UG,gauche,FEMININ,15835,16254.0,20.25,29.50
"86",UG,gauche,MASCULIN,9901,9901.0,13.44,21.09
"87",DVC,centre,MASCULIN,14768,14768.0,18.14,26.65
"87",ENS,centre,FEMININ,16241,16240.5,17.87,25.72
"87",DSV,extrême-droite,FEMININ,1044,1044.0,1.28,1.88
"87",DSV,extrême-droite,MASCULIN,1066,1066.0,1.27,1.85
"87",RN,extrême-droite,FEMININ,22222,22221.5,24.25,34.85
"87",RN,extrême-droite,MASCULIN,19310,19310.0,23.72,34.85
"87",EXG,extrême-gauche,FEMININ,1047,1046.5,1.14,1.63
"87",EXG,extrême-gauche,MASCULIN,797,797.0,0.98,1.44
"87",UG,gauche,FEMININ,19494,19494.0,23.95,35.18
"87",UG,gauche,MASCULIN,23396,23395.5,25.65,36.89
"88",DVC,centre,FEMININ,519,519.0,0.81,1.21
"88",DVC,centre,MASCULIN,925,925.0,1.29,1.95
"88",ENS,centre,MASCULIN,14592,14592.0,20.30,30.84
"88",DVD,droite,MASCULIN,20926,20926.0,30.25,45.59
"88",LR,droite,FEMININ,1202,1202.0,1.67,2.54
"88",LR,droite,MASCULIN,13644,13644.0,21.28,31.91
"88",REC,extrême-droite,FEMININ,538,538.0,0.84,1.26
"88",RN,extrême-droite,FEMININ,14287,14287.0,22.55,33.43
"88",RN,extrême-droite,MASCULIN,20734,20529.0,29.53,44.78
"88",EXG,extrême-gauche,FEMININ,602,592.5,0.88,1.33
"88",ECO,gauche,MASCULIN,10,10.0,0.01,0.02
"88",UG,gauche,FEMININ,7984,7983.5,10.78,16.47
"88",UG,gauche,MASCULIN,7067,7067.0,11.09,16.53
"89",ENS,centre,FEMININ,9973,9973.0,11.12,17.51
"89",ENS,centre,MASCULIN,11354,11354.0,15.49,23.41
"89",DVD,droite,MASCULIN,2271,2271.0,2.53,3.99
"89",LR,droite,FEMININ,7303,7303.0,9.74,14.40
"89",DSV,extrême-droite,MASCULIN,895,895.0,1.24,1.90
"89",REC,extrême-droite,FEMININ,594,594.0,0.75,1.16
"89",REC,extrême-droite,MASCULIN,542,542.0,0.72,1.07
"89",RN,extrême-droite,MASCULIN,24611,24610.5,29.68,45.42
"89",UXD,extrême-droite,FEMININ,20997,20997.0,29.06,44.51
"89",EXG,extrême-gauche,FEMININ,601,608.0,0.77,1.18
"89",EXG,extrême-gauche,MASCULIN,350,350.0,0.39,0.61
"89",ECO,gauche,FEMININ,1019,1019.0,1.41,2.16
"89",UG,gauche,FEMININ,12851,12851.0,17.14,25.34
"89",UG,gauche,MASCULIN,11864,11863.5,14.47,22.51
"90",ENS,centre,FEMININ,4201,4201.0,8.96,13.27
"90",REG,divers,FEMININ,0,0.0,0.00,0.00
"90",LR,droite,MASCULIN,6551,6550.5,13.92,20.63
"90",DSV,extrême-droite,FEMININ,350,350.0,0.74,1.09
"90",RN,extrême-droite,FEMININ,12719,12719.0,26.75,39.73
"90",RN,extrême-droite,MASCULIN,11887,11887.0,25.60,37.86
"90",EXG,extrême-gauche,FEMININ,426,426.0,0.90,1.33
"90",EXG,extrême-gauche,MASCULIN,497,497.0,1.07,1.58
"90",UG,gauche,FEMININ,7233,7233.0,15.21,22.59
"90",UG,gauche,MASCULIN,8799,8799.0,18.95,28.02
"91",DVC,centre,MASCULIN,218,218.0,0.28,0.44
"91",ENS,centre,FEMININ,14411,13699.0,16.63,25.50
"91",ENS,centre,MASCULIN,16850,16362.0,21.02,30.82
"91",DIV,divers,FEMININ,941,283.0,0.99,1.47
"91",DIV,divers,MASCULIN,1694,419.0,2.34,3.88
"91",DVD,droite,MASCULIN,4270,2054.0,5.64,8.47
"91",LR,droite,FEMININ,8119,8119.0,9.74,14.50
"91",LR,droite,MASCULIN,2207,2207.0,3.51,5.84
"91",DSV,extrême-droite,MASCULIN,16288,16288.0,21.27,32.96
"91",REC,extrême-droite,FEMININ,732,627.0,0.94,1.43
"91",REC,extrême-droite,MASCULIN,893,925.0,0.96,1.45
"91",RN,extrême-droite,FEMININ,13907,11663.0,16.85,25.36
"91",RN,extrême-droite,MASCULIN,14197,12616.5,17.67,27.85
"91",UXD,extrême-droite,MASCULIN,21144,21144.0,21.23,31.03
"91",EXG,extrême-gauche,FEMININ,554,517.0,0.63,0.96
"91",EXG,extrême-gauche,MASCULIN,498,441.0,0.66,1.03
"91",DVG,gauche,FEMININ,14124,14124.0,16.95,25.23
"91",DVG,gauche,MASCULIN,380,380.0,0.55,0.75
"91",ECO,gauche,FEMININ,1291,1290.5,1.76,2.60
"91",ECO,gauche,MASCULIN,1053,1041.5,1.30,2.04
"91",UG,gauche,FEMININ,19136,19109.0,25.73,41.50
"91",UG,gauche,MASCULIN,18529,19107.0,22.65,34.00
"92",DVC,centre,FEMININ,268,227.0,0.39,0.56
"92",DVC,centre,MASCULIN,645,650.0,0.87,1.20
"92",ENS,centre,FEMININ,19469,18764.5,25.16,35.10
"92",ENS,centre,MASCULIN,21673,23634.0,28.13,39.10
"92",UDI,centre,FEMININ,891,891.0,1.15,1.63
"92",UDI,centre,MASCULIN,596,596.0,0.88,1.47
"92",DIV,divers,MASCULIN,233,109.0,0.30,0.43
"92",DVD,droite,MASCULIN,92,92.0,0.14,0.20
"92",LR,droite,FEMININ,5189,5947.0,7.50,10.49
"92",LR,droite,MASCULIN,16244,16488.5,19.79,27.27
"92",REC,extrême-droite,FEMININ,574,598.5,0.77,1.09
"92",REC,extrême-droite,MASCULIN,993,840.0,1.25,1.73
"92",RN,extrême-droite,FEMININ,7918,7979.0,10.49,14.99
"92",RN,extrême-droite,MASCULIN,10670,10669.5,11.63,15.96
"92",UXD,extrême-droite,FEMININ,7343,7343.0,9.84,13.73
"92",UXD,extrême-droite,MASCULIN,8622,8622.0,11.04,15.05
"92",EXG,extrême-gauche,FEMININ,339,358.0,0.43,0.63
"92",EXG,extrême-gauche,MASCULIN,311,320.5,0.40,0.57
"92",DVG,gauche,FEMININ,87,86.5,0.11,0.15
"92",DVG,gauche,MASCULIN,336,263.0,0.44,0.62
"92",ECO,gauche,FEMININ,1360,1359.5,1.60,2.29
"92",ECO,gauche,MASCULIN,970,797.0,1.17,1.63
"92",UG,gauche,FEMININ,18642,19728.5,25.15,36.43
"92",UG,gauche,MASCULIN,22110,24798.0,26.57,37.16
"93",DVC,centre,FEMININ,2581,2581.0,3.33,5.21
"93",DVC,centre,MASCULIN,3020,3019.5,3.88,6.05
"93",ENS,centre,FEMININ,4691,4893.0,6.60,11.11
"93",ENS,centre,MASCULIN,3978,3321.0,5.78,9.95
"93",UDI,centre,FEMININ,7010,7010.0,10.95,19.25
"93",DIV,divers,FEMININ,157,84.0,0.21,0.33
"93",DIV,divers,MASCULIN,145,90.0,0.21,0.38
"93",DVD,droite,FEMININ,409,408.5,0.63,1.16
"93",DVD,droite,MASCULIN,3087,3081.0,4.44,7.20
"93",LR,droite,MASCULIN,2670,1982.0,4.00,6.81
"93",EXD,extrême-droite,MASCULIN,86,86.0,0.14,0.22
"93",REC,extrême-droite,MASCULIN,520,546.0,0.80,1.32
"93",RN,extrême-droite,FEMININ,6088,6266.5,8.75,15.01
"93",RN,extrême-droite,MASCULIN,7464,7836.5,11.10,18.65
"93",EXG,extrême-gauche,FEMININ,345,366.0,0.51,0.88
"93",EXG,extrême-gauche,MASCULIN,344,273.0,0.52,0.90
"93",DVG,gauche,FEMININ,4389,4388.5,6.66,11.98
"93",DVG,gauche,MASCULIN,10959,10958.5,13.15,20.25
"93",ECO,gauche,FEMININ,606,606.0,0.93,1.60
"93",FI,gauche,MASCULIN,8462,8462.0,12.55,23.90
"93",UG,gauche,FEMININ,21353,20511.0,30.43,51.44
"93",UG,gauche,MASCULIN,20914,21351.5,31.96,54.78
"94",DVC,centre,FEMININ,647,768.5,0.81,1.25
"94",DVC,centre,MASCULIN,602,602.0,0.81,1.32
"94",ENS,centre,FEMININ,9181,8235.5,13.59,20.94
"94",ENS,centre,MASCULIN,14908,11232.0,18.10,26.86
"94",UDI,centre,MASCULIN,1167,1167.0,1.77,2.74
"94",DIV,divers,MASCULIN,204,204.0,0.31,0.47
"94",DVD,droite,MASCULIN,4516,1504.0,5.45,7.81
"94",LR,droite,MASCULIN,10762,8486.0,15.02,21.98
"94",DSV,extrême-droite,FEMININ,624,624.0,0.83,1.25
"94",DSV,extrême-droite,MASCULIN,315,315.0,0.42,0.69
"94",EXD,extrême-droite,FEMININ,89,88.5,0.15,0.23
"94",REC,extrême-droite,FEMININ,583,493.0,0.78,1.22
"94",REC,extrême-droite,MASCULIN,709,638.0,0.94,1.38
"94",RN,extrême-droite,FEMININ,8405,7377.5,11.10,16.65
"94",RN,extrême-droite,MASCULIN,9456,8598.0,13.22,19.89
"94",UXD,extrême-droite,MASCULIN,12491,12491.0,16.80,27.31
"94",EXG,extrême-gauche,FEMININ,344,319.0,0.49,0.75
"94",EXG,extrême-gauche,MASCULIN,340,354.5,0.43,0.67
"94",DVG,gauche,MASCULIN,293,293.0,0.39,0.59
"94",ECO,gauche,FEMININ,1512,1512.0,2.29,3.59
"94",ECO,gauche,MASCULIN,855,854.5,1.27,1.90
"94",UG,gauche,FEMININ,22530,23455.5,33.89,52.33
"94",UG,gauche,MASCULIN,19817,19974.0,24.55,36.47
"95",DVC,centre,FEMININ,451,451.0,0.81,1.51
"95",DVC,centre,MASCULIN,669,668.5,0.88,1.35
"95",ENS,centre,FEMININ,10822,12745.0,13.74,21.34
"95",ENS,centre,MASCULIN,11643,11642.5,15.75,24.24
"95",UDI,centre,MASCULIN,1604,1107.0,2.72,4.88
"95",DIV,divers,FEMININ,364,204.0,0.42,0.65
"95",DIV,divers,MASCULIN,252,36.5,0.32,0.49
"95",REG,divers,MASCULIN,1049,1049.0,1.38,2.12
"95",DVD,droite,MASCULIN,1961,1961.0,3.52,6.57
"95",LR,droite,FEMININ,4267,4249.0,5.43,8.37
"95",LR,droite,MASCULIN,3589,3341.0,4.83,7.70
"95",DSV,extrême-droite,FEMININ,166,6.0,0.25,0.39
"95",DSV,extrême-droite,MASCULIN,755,755.0,0.90,1.35
"95",REC,extrême-droite,FEMININ,591,574.0,0.87,1.43
"95",REC,extrême-droite,MASCULIN,608,606.0,0.74,1.16
"95",RN,extrême-droite,FEMININ,14238,14208.0,17.88,27.81
"95",RN,extrême-droite,MASCULIN,8563,7784.0,13.02,21.84
"95",UXD,extrême-droite,MASCULIN,13238,13238.0,17.36,26.22
"95",EXG,extrême-gauche,FEMININ,360,427.5,0.48,0.75
"95",EXG,extrême-gauche,MASCULIN,215,98.0,0.30,0.50
"95",DVG,gauche,FEMININ,0,0.0,0.00,0.00
"95",ECO,gauche,FEMININ,923,922.5,1.06,1.68
"95",ECO,gauche,MASCULIN,2132,2132.0,2.80,4.22
"95",UG,gauche,FEMININ,17774,17498.0,23.12,35.25
"95",UG,gauche,MASCULIN,18989,17386.0,26.30,43.22
"971",DVC,centre,FEMININ,4763,4763.0,6.93,21.86
"971",DVC,centre,MASCULIN,650,649.5,0.75,2.35
"971",DIV,divers,FEMININ,619,203.5,0.72,2.39
"971",DIV,divers,MASCULIN,418,241.0,0.48,1.58
"971",REG,divers,FEMININ,1583,1583.0,2.09,6.76
"971",REG,divers,MASCULIN,1703,1702.5,1.96,6.13
"971",DVD,droite,MASCULIN,2291,2291.0,2.58,8.68
"971",LR,droite,MASCULIN,197,197.0,0.26,0.84
"971",REC,extrême-droite,FEMININ,163,191.0,0.21,0.66
"971",RN,extrême-droite,FEMININ,2570,2570.0,3.74,11.79
"971",RN,extrême-droite,MASCULIN,4817,4563.0,5.67,17.60
"971",EXG,extrême-gauche,FEMININ,441,440.5,0.54,1.64
"971",EXG,extrême-gauche,MASCULIN,1396,1396.0,2.03,6.41
"971",DVG,gauche,FEMININ,2965,2965.0,3.91,12.65
"971",DVG,gauche,MASCULIN,5665,3381.0,6.82,21.57
"971",SOC,gauche,MASCULIN,6503,4361.0,8.93,27.83
"971",UG,gauche,MASCULIN,226,226.0,0.25,0.86
"972",UDI,centre,MASCULIN,2316,2316.0,2.74,9.50
"972",DIV,divers,MASCULIN,100,100.0,0.12,0.43
"972",REG,divers,FEMININ,1152,1152.0,1.61,5.50
"972",REG,divers,MASCULIN,9248,12017.0,11.57,39.24
"972",DVD,droite,MASCULIN,2391,1236.0,3.04,9.80
"972",RN,extrême-droite,MASCULIN,2255,2360.0,2.95,9.96
"972",EXG,extrême-gauche,FEMININ,363,363.0,0.60,2.04
"972",EXG,extrême-gauche,MASCULIN,665,665.0,0.83,2.87
"972",DVG,gauche,FEMININ,724,724.0,1.01,3.45
"972",DVG,gauche,MASCULIN,3647,2690.0,5.46,18.48
"972",ECO,gauche,FEMININ,599,599.0,0.71,2.46
"972",ECO,gauche,MASCULIN,1069,1068.5,1.29,4.45
"972",SOC,gauche,FEMININ,4489,4489.0,7.45,25.26
"973",DVC,centre,FEMININ,3516,3516.0,7.08,25.49
"973",DVC,centre,MASCULIN,1110,1110.0,2.24,8.05
"973",REG,divers,FEMININ,2158,2158.0,3.64,10.51
"973",REG,divers,MASCULIN,10601,10601.0,19.25,61.50
"973",DVD,droite,MASCULIN,3308,3308.0,5.58,16.10
"973",RN,extrême-droite,MASCULIN,1916,1916.0,3.23,9.33
"973",EXG,extrême-gauche,MASCULIN,269,269.0,0.54,1.95
"973",DVG,gauche,MASCULIN,429,429.0,0.83,2.80
"974",DVC,centre,FEMININ,3655,3655.0,4.03,10.51
"974",DVC,centre,MASCULIN,5832,5832.0,4.92,11.83
"974",ENS,centre,FEMININ,3667,3667.0,4.33,10.09
"974",DIV,divers,FEMININ,308,287.0,0.32,0.80
"974",DIV,divers,MASCULIN,1575,479.0,1.56,3.96
"974",REG,divers,MASCULIN,0,0.0,0.00,0.00
"974",DVD,droite,FEMININ,6963,6962.5,7.05,16.45
"974",DVD,droite,MASCULIN,3533,1688.0,3.28,7.29
"974",LR,droite,MASCULIN,5670,5670.0,6.40,13.67
"974",DSV,extrême-droite,FEMININ,347,347.0,0.30,0.68
"974",DSV,extrême-droite,MASCULIN,464,464.0,0.46,1.15
"974",EXD,extrême-droite,MASCULIN,2083,2083.0,2.11,4.92
"974",REC,extrême-droite,FEMININ,831,551.0,0.88,1.96
"974",REC,extrême-droite,MASCULIN,525,525.0,0.54,1.37
"974",RN,extrême-droite,FEMININ,9152,9151.5,9.96,24.12
"974",RN,extrême-droite,MASCULIN,12583,12853.0,12.37,28.47
"974",EXG,extrême-gauche,FEMININ,617,617.0,0.61,1.54
"974",EXG,extrême-gauche,MASCULIN,728,632.0,0.73,1.69
"974",DVG,gauche,FEMININ,7887,4204.0,7.35,16.35
"974",DVG,gauche,MASCULIN,7748,9579.5,8.49,20.40
"974",ECO,gauche,MASCULIN,2126,2126.0,2.40,5.13
"974",UG,gauche,FEMININ,19068,19068.0,18.74,47.72
"974",UG,gauche,MASCULIN,17019,17018.5,16.97,37.90
"976",DVC,centre,MASCULIN,3515,3515.0,6.71,15.70
"976",DIV,divers,MASCULIN,122,122.0,0.23,0.54
"976",DVD,droite,FEMININ,13640,13640.0,29.87,79.48
"976",DVD,droite,MASCULIN,1441,1441.0,3.10,8.15
"976",LR,droite,MASCULIN,6226,6226.0,11.87,27.80
"976",REC,extrême-droite,FEMININ,245,244.5,0.51,1.31
"976",RN,extrême-droite,FEMININ,7933,7933.0,15.13,35.42
"976",EXG,extrême-gauche,MASCULIN,684,684.0,1.50,3.99
"976",DVG,gauche,MASCULIN,552,552.0,1.05,2.46
